,location,total_sqft,bath,price,bhk
7858,Sarjapur  Road,3500.0,3.0,275.0,3
7860,Sarjapur  Road,2758.0,4.0,240.0,4
7861,Sarjapur  Road,1132.0,2.0,70.0,2
7863,Sarjapur  Road,4050.0,2.0,450.0,4
7864,Sarjapur  Road,2425.0,5.0,195.0,4
7865,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
7866,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
7867,Sarjapura - Attibele Road,1800.0,4.0,110.0,4
7868,Sarjapura - Attibele Road,829.0,2.0,22.8,2
7869,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
7870,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
7871,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
7872,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
7873,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
7874,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7875,Sarjapura - Attibele Road,3750.0,6.0,295.0,5
7876,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
7877,Sarjapura - Attibele Road,3750.0,6.0,295.0,5
7878,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
7879,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
7880,Sarjapura - Attibele Road,740.0,1.0,23.65,1
7881,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
7882,Sector 2 HSR Layout,1296.0,2.0,75.0,2
7883,Sector 2 HSR Layout,1450.0,2.0,135.0,3
7884,Sector 2 HSR Layout,794.0,1.0,60.0,1
7885,Sector 2 HSR Layout,1143.0,2.0,65.0,2
7886,Sector 2 HSR Layout,794.0,1.0,65.0,1
7887,Sector 2 HSR Layout,1146.0,2.0,55.0,2
7889,Sector 2 HSR Layout,1665.0,3.0,110.0,3
7891,Sector 2 HSR Layout,1332.0,2.0,101.0,2
7894,Sector 2 HSR Layout,1095.0,2.0,85.41,2
7895,Sector 2 HSR Layout,1231.0,2.0,66.0,2
7897,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7898,Sector 7 HSR Layout,1760.0,3.0,145.0,3
7899,Sector 7 HSR Layout,3900.0,3.0,300.0,3
7900,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7901,Sector 7 HSR Layout,1342.0,2.0,115.0,2
7902,Sector 7 HSR Layout,1760.0,3.0,160.0,3
7903,Sector 7 HSR Layout,1200.0,4.0,275.0,3
7904,Sector 7 HSR Layout,1760.0,3.0,142.0,3
7905,Sector 7 HSR Layout,2400.0,2.0,195.0,3
7906,Sector 7 HSR Layout,1760.0,3.0,185.0,3
7907,Sector 7 HSR Layout,1162.0,2.0,98.77,2
7908,Seegehalli,901.0,2.0,35.14,2
7910,Seegehalli,800.0,1.0,50.0,2
7912,Seegehalli,1118.0,2.0,37.5,2
7913,Seegehalli,1200.0,2.0,62.0,3
7914,Seegehalli,1155.0,2.0,72.0,2
7916,Seegehalli,4000.0,3.0,235.0,3
7919,Seegehalli,1096.0,2.0,41.0,2
7921,Seegehalli,3000.0,5.0,335.0,3
7923,Seegehalli,1639.0,3.0,120.0,3
7924,Seegehalli,3000.0,4.0,235.0,3
7925,Seegehalli,1134.0,2.0,45.0,2
7926,Seegehalli,4700.0,5.0,800.0,4
7927,Seegehalli,1683.0,3.0,80.0,3
7928,Seegehalli,2400.0,4.0,240.0,3
7929,Seegehalli,1176.0,2.0,50.0,2
7930,Seegehalli,3000.0,4.0,240.0,3
7931,Shampura,2650.0,4.0,150.0,4
7932,Shampura,375.0,2.0,26.0,1
7933,Shampura,1200.0,2.0,53.0,2
7934,Shampura,700.0,1.0,35.0,2
7935,Shampura,1400.0,3.0,70.0,3
7936,Shampura,1475.0,3.0,78.0,3
7937,Shampura,1700.0,3.0,75.0,3
7938,Shampura,1187.0,2.0,42.0,2
7939,Shampura,2800.0,5.0,95.0,7
7940,Shivaji Nagar,850.0,2.0,55.0,2
7941,Shivaji Nagar,1554.0,3.0,130.0,2
7942,Shivaji Nagar,2200.0,2.0,110.0,2
7943,Shivaji Nagar,3820.0,1.0,306.0,1
7944,Shivaji Nagar,1300.0,3.0,170.0,3
7945,Shivaji Nagar,703.0,2.0,49.5,2
7946,Shivaji Nagar,1460.0,2.0,90.0,3
7947,Shivaji Nagar,2176.0,3.0,348.0,3
7948,Shivaji Nagar,600.0,1.0,65.0,2
7949,Shivaji Nagar,1226.0,2.0,60.0,3
7950,Singasandra,1010.0,2.0,29.5,2
7951,Singasandra,1440.0,2.0,65.0,3
7952,Singasandra,1030.0,2.0,55.0,2
7953,Singasandra,3850.0,6.0,195.0,4
7954,Singasandra,600.0,2.0,36.5,2
7955,Singasandra,1100.0,2.0,52.0,2
7958,Singasandra,1300.0,2.0,65.0,2
7961,Singasandra,1010.0,2.0,40.0,2
7962,Singasandra,1375.0,2.0,58.0,2
7963,Singasandra,1120.0,2.0,60.0,2
7964,Singasandra,1099.0,2.0,37.5,2
7965,Singasandra,600.0,1.0,45.0,1
7966,Singasandra,600.0,1.0,45.0,1
7967,Singasandra,1510.0,3.0,75.0,3
7968,Singasandra,1179.0,2.0,56.0,2
7969,Singasandra,1416.0,2.0,67.0,2
7970,Singasandra,1476.0,2.0,73.0,3
7971,Singasandra,1139.7,2.0,45.0,2
7972,Singasandra,1465.0,2.0,60.0,2
7974,Singasandra,1653.0,3.0,85.0,3
7976,Somasundara Palya,1255.0,2.0,67.0,2
7977,Somasundara Palya,1448.0,2.0,68.0,2
7979,Somasundara Palya,1178.0,2.0,73.0,2
7980,Somasundara Palya,1260.0,2.0,60.0,2
7981,Somasundara Palya,1174.0,2.0,74.0,2
7982,Somasundara Palya,1033.0,2.0,48.0,2
7984,Somasundara Palya,1329.0,2.0,70.0,2
7985,Somasundara Palya,2372.0,3.0,140.0,3
7986,Somasundara Palya,1178.0,2.0,78.0,2
7987,Somasundara Palya,1185.0,2.0,70.0,2
7990,Somasundara Palya,1200.0,2.0,75.0,2
7992,Somasundara Palya,2400.0,3.0,140.0,4
7994,Somasundara Palya,1650.0,3.0,95.0,3
7995,Somasundara Palya,1186.0,2.0,72.0,2
7996,Somasundara Palya,1186.0,2.0,76.0,2
7998,Somasundara Palya,1650.0,3.0,126.0,3
7999,Somasundara Palya,1140.0,2.0,46.0,2
8000,Somasundara Palya,1185.0,2.0,75.0,2
8003,Sompura,825.0,2.0,33.0,2
8004,Sompura,1025.0,2.0,48.0,3
8005,Sompura,1025.0,2.0,37.0,3
8006,Sompura,1020.0,2.0,41.0,2
8007,Sompura,1090.0,2.0,28.0,2
8008,Sompura,1275.0,3.0,59.0,3
8009,Sompura,1126.0,2.0,39.0,2
8010,Sompura,825.0,2.0,32.0,2
8011,Sompura,1350.0,3.0,65.0,3
8012,Sompura,1360.0,2.0,45.0,3
8013,Sompura,1350.0,2.0,47.0,3
8016,Sonnenahalli,896.0,2.0,43.75,2
8017,Sonnenahalli,1268.0,2.0,73.0,2
8018,Sonnenahalli,1120.0,2.0,43.0,2
8019,Sonnenahalli,1100.0,2.0,44.0,2
8020,Sonnenahalli,1011.0,2.0,50.53,2
8021,Sonnenahalli,1157.0,2.0,42.0,2
8022,Sonnenahalli,605.0,1.0,40.0,1
8023,Sonnenahalli,614.5,1.0,30.715,1
8025,Sonnenahalli,1484.0,3.0,74.18,3
8026,Sonnenahalli,1610.0,3.0,80.48,3
8027,Sonnenahalli,1059.0,2.0,62.0,2
8028,Sonnenahalli,1268.0,2.0,75.0,3
8030,Sonnenahalli,1268.0,2.0,58.0,2
8032,Sonnenahalli,1268.0,2.0,56.0,2
8033,Sonnenahalli,1011.0,2.0,59.0,2
8034,Sonnenahalli,605.0,1.0,30.24,1
8035,Sonnenahalli,1484.0,3.0,75.0,3
8037,Subramanyapura,929.0,2.0,50.17,2
8038,Subramanyapura,1200.0,2.0,52.0,2
8039,Subramanyapura,975.0,2.0,65.0,2
8040,Subramanyapura,975.0,2.0,58.0,2
8041,Subramanyapura,1277.0,2.0,55.0,2
8042,Subramanyapura,985.0,2.0,58.0,2
8044,Subramanyapura,1313.0,2.0,73.0,2
8046,Subramanyapura,1313.0,2.0,66.5,2
8047,Subramanyapura,1255.0,2.0,79.0,3
8048,Subramanyapura,1050.0,2.0,41.0,2
8050,Subramanyapura,929.0,2.0,48.0,2
8051,Subramanyapura,975.0,2.0,63.0,2
8052,Subramanyapura,950.0,2.0,55.0,2
8054,Subramanyapura,929.0,2.0,56.0,2
8055,Subramanyapura,975.0,2.0,65.0,2
8057,Subramanyapura,1260.0,2.0,76.0,3
8058,Subramanyapura,1260.0,2.0,108.0,2
8060,Subramanyapura,958.0,2.0,34.49,2
8062,Subramanyapura,958.0,2.0,33.53,2
8063,Subramanyapura,960.0,2.0,55.0,2
8064,Subramanyapura,1260.0,2.0,73.0,3
8067,Subramanyapura,1278.0,3.0,70.0,3
8068,Subramanyapura,929.0,2.0,49.0,2
8069,Subramanyapura,1260.0,2.0,75.0,3
8070,Subramanyapura,1000.0,2.0,45.0,2
8071,Subramanyapura,1260.0,2.0,80.0,3
8073,Subramanyapura,929.0,1.0,51.0,2
8074,Subramanyapura,1880.0,3.0,110.0,3
8077,Subramanyapura,985.0,2.0,62.5,2
8078,Sultan Palaya,1700.0,3.0,120.0,3
8079,Sultan Palaya,1100.0,2.0,40.0,2
8080,Sultan Palaya,1800.0,8.0,175.0,6
8081,Sultan Palaya,1100.0,2.0,45.0,2
8082,Sultan Palaya,900.0,2.0,45.0,2
8083,Sultan Palaya,870.0,2.0,65.0,2
8085,Sultan Palaya,1713.0,3.0,125.0,3
8086,Sultan Palaya,1009.0,2.0,65.0,2
8087,Sultan Palaya,5000.0,5.0,325.0,4
8088,Sultan Palaya,1070.0,2.0,49.0,2
8089,Sultan Palaya,2200.0,3.0,80.0,4
8090,TC Palaya,1475.0,3.0,98.0,3
8091,TC Palaya,1200.0,2.0,60.0,2
8096,TC Palaya,1240.0,2.0,60.0,2
8097,TC Palaya,1500.0,2.0,100.0,3
8098,TC Palaya,1200.0,2.0,65.0,2
8099,TC Palaya,1200.0,2.0,70.0,2
8100,TC Palaya,900.0,2.0,55.0,2
8103,TC Palaya,4800.0,3.0,302.0,4
8104,TC Palaya,1000.0,2.0,64.0,2
8106,TC Palaya,900.0,2.0,55.0,2
8107,TC Palaya,1200.0,2.0,66.0,2
8108,TC Palaya,1500.0,2.0,120.0,3
8109,TC Palaya,2400.0,6.0,370.0,6
8112,TC Palaya,900.0,2.0,55.0,2
8114,TC Palaya,900.0,2.0,55.0,2
8117,TC Palaya,1200.0,2.0,65.0,2
8118,TC Palaya,1500.0,2.0,75.0,2
8120,TC Palaya,1000.0,2.0,70.0,2
8121,TC Palaya,1100.0,2.0,65.0,2
8125,TC Palaya,1800.0,2.0,80.0,2
8127,TC Palaya,1200.0,2.0,70.0,2
8128,TC Palaya,1350.0,1.0,55.0,1
8129,TC Palaya,900.0,2.0,55.0,2
8130,TC Palaya,900.0,2.0,55.0,2
8132,TC Palaya,1082.0,2.0,64.0,2
8136,TC Palaya,1152.0,2.0,55.0,2
8137,TC Palaya,1126.0,2.0,39.4,2
8142,Talaghattapura,1868.0,3.0,131.0,3
8143,Talaghattapura,2038.5,3.0,120.0,3
8144,Talaghattapura,2106.0,3.0,126.0,3
8145,Talaghattapura,2254.0,3.0,170.0,3
8147,Talaghattapura,1868.0,3.0,121.0,3
8148,Talaghattapura,2106.0,3.0,126.0,3
8149,Talaghattapura,1868.0,3.0,135.0,3
8150,Talaghattapura,1856.0,3.0,135.0,3
8151,Talaghattapura,1868.0,3.0,120.0,3
8152,Talaghattapura,2254.0,3.0,170.0,3
8153,Talaghattapura,2254.0,3.0,170.0,3
8154,Talaghattapura,1804.0,3.0,115.0,3
8155,Talaghattapura,951.0,2.0,30.43,2
8156,Talaghattapura,1856.0,3.0,135.0,3
8157,Talaghattapura,2254.0,3.0,153.0,3
8158,Talaghattapura,2106.0,3.0,148.0,3
8159,Talaghattapura,921.0,2.0,29.47,2
8161,Talaghattapura,1856.0,3.0,135.0,3
8162,Talaghattapura,2273.0,3.0,159.0,3
8163,Talaghattapura,2099.0,3.0,147.0,3
8164,Talaghattapura,1040.0,2.0,33.28,2
8165,Talaghattapura,1100.0,2.0,50.0,2
8167,Talaghattapura,1100.0,2.0,49.49,2
8168,Talaghattapura,1100.0,2.0,32.0,2
8169,Talaghattapura,1575.0,3.0,80.0,3
8170,Talaghattapura,2273.0,3.0,145.0,3
8171,Talaghattapura,921.0,2.0,29.47,2
8172,Talaghattapura,1175.0,2.0,62.0,2
8173,Talaghattapura,1804.0,3.0,127.0,3
8174,Talaghattapura,1062.0,2.0,42.48,2
8175,Talaghattapura,3554.0,4.0,340.0,3
8176,Talaghattapura,2038.5,3.0,122.0,3
8177,Talaghattapura,1800.0,3.0,84.0,3
8178,Talaghattapura,2265.0,3.0,159.0,3
8179,Talaghattapura,2099.0,3.0,134.0,3
8180,Thanisandra,2800.0,5.0,380.0,4
8181,Thanisandra,510.0,1.0,25.25,1
8182,Thanisandra,1296.0,2.0,80.0,2
8183,Thanisandra,1436.0,3.0,74.75,3
8184,Thanisandra,1427.0,3.0,120.0,3
8185,Thanisandra,1735.0,3.0,135.0,3
8186,Thanisandra,2050.0,3.0,145.0,3
8187,Thanisandra,2144.0,3.0,145.0,3
8190,Thanisandra,1702.0,3.0,130.0,3
8192,Thanisandra,445.0,1.0,28.0,1
8193,Thanisandra,1296.0,2.0,83.0,2
8197,Thanisandra,1825.0,3.0,100.0,3
8198,Thanisandra,2144.0,3.0,135.0,3
8199,Thanisandra,1240.0,2.0,62.0,3
8201,Thanisandra,1093.0,2.0,70.0,2
8203,Thanisandra,1265.0,2.0,79.0,3
8204,Thanisandra,1651.0,3.0,97.38,3
8206,Thanisandra,1265.0,2.0,85.0,2
8207,Thanisandra,510.0,1.0,25.25,1
8209,Thanisandra,776.5,2.0,48.145,1
8210,Thanisandra,1564.0,3.0,101.0,3
8213,Thanisandra,1847.0,3.0,123.0,3
8215,Thanisandra,1800.0,3.0,90.0,3
8216,Thanisandra,1697.0,3.0,114.0,3
8217,Thanisandra,2650.0,4.0,240.0,4
8220,Thanisandra,3500.0,5.0,160.0,6
8221,Thanisandra,1573.0,3.0,95.0,3
8222,Thanisandra,1917.0,3.0,122.0,3
8223,Thanisandra,693.0,1.0,34.3,1
8224,Thanisandra,1098.0,2.0,68.0,2
8225,Thanisandra,760.0,1.0,50.3,1
8228,Thanisandra,2002.0,3.0,112.0,3
8231,Thanisandra,2000.0,3.0,99.0,3
8234,Thanisandra,1697.0,3.0,115.0,3
8236,Thanisandra,1380.0,1.0,62.1,1
8237,Thanisandra,923.0,1.0,60.84,1
8238,Thanisandra,1743.0,3.0,93.25,3
8239,Thanisandra,923.0,1.0,45.69,1
8241,Thanisandra,3216.0,4.0,226.0,4
8245,Thanisandra,1874.0,4.0,130.0,3
8246,Thanisandra,1698.0,3.0,102.0,3
8247,Thanisandra,1411.0,3.0,93.04,3
8248,Thanisandra,1996.0,3.0,135.0,3
8249,Thanisandra,1801.0,3.0,115.0,3
8250,Thanisandra,1678.0,3.0,125.0,3
8251,Thanisandra,1265.0,2.0,82.0,2
8253,Thanisandra,1917.0,4.0,113.0,3
8254,Thanisandra,662.0,1.0,42.0,1
8256,Thanisandra,1948.0,3.0,130.0,3
8257,Thanisandra,1690.0,3.0,125.0,3
8260,Thanisandra,1922.0,3.0,106.0,3
8261,Thanisandra,965.0,2.0,67.0,2
8263,Thanisandra,1098.0,2.0,74.0,2
8265,Thanisandra,1795.0,3.0,140.0,3
8267,Thanisandra,1564.0,3.0,104.0,3
8270,Thanisandra,1241.0,2.0,61.0,3
8272,Thanisandra,1200.0,2.0,65.0,3
8274,Thanisandra,1732.0,3.0,85.73,3
8275,Thanisandra,1917.0,4.0,100.0,3
8277,Thanisandra,2127.0,3.0,135.0,3
8278,Thanisandra,2336.5,3.0,115.89,3
8280,Thanisandra,1276.0,2.0,75.0,2
8281,Thanisandra,693.0,1.0,34.3,1
8282,Thanisandra,2259.0,5.0,135.0,4
8283,Thanisandra,1265.0,2.0,78.0,2
8284,Thanisandra,1732.0,3.0,85.73,3
8287,Thanisandra,934.0,2.0,55.0,2
8289,Thanisandra,1056.0,2.0,68.0,2
8290,Thanisandra,1595.0,3.0,110.0,3
8291,Thanisandra,1411.0,3.0,93.15,3
8295,Thanisandra,1093.0,2.0,68.1,2
8298,Thanisandra,1093.0,2.0,72.0,2
8301,Thanisandra,1698.0,3.0,107.0,3
8303,Thanisandra,1564.0,3.0,105.0,3
8304,Thanisandra,1265.0,2.0,83.0,2
8305,Thanisandra,2280.0,4.0,184.0,3
8306,Thanisandra,784.0,1.0,35.285,1
8307,Thanisandra,965.0,2.0,56.0,2
8308,Thanisandra,1546.0,3.0,95.0,3
8309,Thanisandra,1795.0,3.0,150.0,3
8310,Thanisandra,777.0,1.0,38.535,1
8312,Thanisandra,1697.0,3.0,110.0,3
8313,Thanisandra,1492.0,3.0,88.0,3
8314,Thanisandra,2072.0,3.0,122.0,3
8315,Thanisandra,1595.0,3.0,120.0,3
8316,Thanisandra,1880.0,3.0,120.0,3
8317,Thanisandra,760.0,1.0,50.0,1
8319,Thanisandra,1800.0,4.0,125.0,3
8320,Thanisandra,933.0,2.0,58.0,1
8321,Thanisandra,1917.0,3.0,110.0,3
8322,Thanisandra,1996.0,4.0,123.0,3
8323,Thanisandra,1183.0,2.0,77.25,2
8324,Thanisandra,1491.0,3.0,88.0,3
8325,Thanisandra,1881.0,3.0,95.0,3
8326,Thanisandra,662.0,1.0,29.0,1
8328,Thanisandra,1564.0,3.0,100.0,3
8329,Thanisandra,663.0,1.0,46.1,1
8330,Thanisandra,662.0,1.0,45.0,1
8331,Thanisandra,1573.0,3.0,98.0,3
8332,Thanisandra,1262.0,2.0,83.0,3
8333,Thanisandra,1056.0,2.0,65.0,2
8335,Thanisandra,1702.0,3.0,115.0,3
8337,Thanisandra,1935.0,4.0,122.0,3
8338,Thanisandra,933.0,2.0,55.0,2
8340,Thanisandra,1183.0,2.0,77.3,2
8342,Thanisandra,662.0,1.0,38.0,1
8343,Thanisandra,1265.0,2.0,72.0,2
8344,Thanisandra,1595.0,3.0,105.0,3
8347,Thanisandra,1241.0,2.0,65.0,3
8348,Thanisandra,580.0,1.0,27.5,1
8349,Thanisandra,2087.0,4.0,139.0,3
8350,Thanisandra,2050.0,3.0,150.0,3
8353,Thanisandra,1098.0,2.0,71.0,2
8354,Thanisandra,1411.0,3.0,93.25,3
8355,Thanisandra,1262.0,2.0,65.0,3
8358,Thanisandra,1732.0,3.0,112.0,3
8359,Thanisandra,933.0,2.0,66.0,2
8360,Thanisandra,933.0,1.0,61.0,1
8361,Thanisandra,1702.0,3.0,107.0,3
8363,Thanisandra,747.0,1.0,34.355,1
8364,Thanisandra,2030.0,4.0,125.0,3
8366,Thanisandra,663.0,1.0,46.0,1
8367,Thanisandra,1411.0,3.0,100.0,3
8368,Thanisandra,1702.0,3.0,120.0,3
8371,Thanisandra,1948.0,4.0,129.0,4
8372,Thanisandra,3600.0,9.0,125.0,8
8373,Thanisandra,1573.0,3.0,90.0,3
8374,Thanisandra,1056.0,2.0,70.0,2
8376,Thanisandra,1719.0,3.0,135.0,3
8377,Thanisandra,1595.0,3.0,96.0,3
8378,Thanisandra,1698.0,3.0,125.0,3
8379,Thanisandra,1732.0,3.0,85.73,3
8382,Thanisandra,1056.0,2.0,75.0,2
8383,Thanisandra,1245.0,2.0,83.05,2
8384,Thanisandra,2695.0,4.0,188.0,4
8386,Thanisandra,1261.0,2.0,80.0,3
8388,Thanisandra,1884.0,4.0,117.0,3
8390,Thanisandra,1930.0,4.0,122.0,3
8391,Thanisandra,777.0,1.0,38.46,1
8393,Thanisandra,1241.0,2.0,68.0,3
8394,Thanisandra,2999.97,6.0,110.0,6
8395,Thanisandra,1930.0,4.0,120.0,3
8396,Thanisandra,760.0,1.0,50.4,1
8397,Thanisandra,663.0,1.0,32.82,1
8399,Thanisandra,1801.0,3.0,115.0,3
8400,Thanisandra,1806.0,6.0,116.0,3
8401,Thanisandra,3671.0,4.0,220.0,4
8402,Thanisandra,1573.0,3.0,115.0,3
8404,Thanisandra,1305.0,2.0,90.0,2
8406,Thanisandra,1965.0,4.0,125.0,3
8408,Thanisandra,1694.0,3.0,125.0,3
8409,Thanisandra,1573.0,3.0,100.0,3
8410,Thanisandra,1533.0,3.0,75.885,3
8412,Thanisandra,1917.0,4.0,130.0,4
8414,Thigalarapalya,3122.0,6.0,230.0,4
8416,Thigalarapalya,1200.0,2.0,65.0,2
8417,Thigalarapalya,1297.0,2.0,112.0,2
8418,Thigalarapalya,1297.0,2.0,103.0,2
8419,Thigalarapalya,1418.0,2.0,95.0,2
8420,Thigalarapalya,3122.0,6.0,235.0,4
8421,Thigalarapalya,3122.0,6.0,245.0,4
8422,Thigalarapalya,2072.0,4.0,150.0,3
8423,Thigalarapalya,1418.0,2.0,103.0,2
8424,Thigalarapalya,1418.0,2.0,101.0,2
8425,Thigalarapalya,1165.0,2.0,95.0,2
8426,Thigalarapalya,1418.0,2.0,104.0,2
8427,Thigalarapalya,4190.0,4.0,380.0,4
8431,Thigalarapalya,1418.0,2.0,103.0,2
8432,Thigalarapalya,2072.0,4.0,159.0,3
8434,Thigalarapalya,1207.0,2.0,62.0,2
8435,Thigalarapalya,1418.0,2.0,106.0,2
8437,Thigalarapalya,1418.0,2.0,104.0,2
8438,Thigalarapalya,3122.0,6.0,237.0,4
8439,Thigalarapalya,1418.0,2.0,105.0,2
8440,Thigalarapalya,1418.0,2.0,104.0,2
8442,Thigalarapalya,2215.0,4.0,160.0,3
8443,Thigalarapalya,1418.0,2.0,106.0,2
8444,Thigalarapalya,2072.0,4.0,155.0,3
8445,Thigalarapalya,1830.0,4.0,150.0,3
8446,Thigalarapalya,1830.0,4.0,135.0,3
8447,Thigalarapalya,1000.0,2.0,48.53,2
8448,Thigalarapalya,1418.0,2.0,105.0,2
8449,Thigalarapalya,2072.0,4.0,160.0,3
8451,Thigalarapalya,1245.0,2.0,100.0,2
8453,Thigalarapalya,2072.0,4.0,152.0,3
8454,Thigalarapalya,2072.0,4.0,160.0,3
8455,Thigalarapalya,2072.0,4.0,155.0,3
8456,Thigalarapalya,3122.0,6.0,235.0,4
8457,Thigalarapalya,2072.0,4.0,153.0,3
8459,Thigalarapalya,2072.0,4.0,157.0,3
8460,Thigalarapalya,1418.0,2.0,105.0,2
8461,Thigalarapalya,3362.0,5.0,249.0,4
8462,Thigalarapalya,3122.0,6.0,245.0,4
8463,Thigalarapalya,1245.0,2.0,100.0,2
8464,Thigalarapalya,1830.0,4.0,150.0,3
8465,Thigalarapalya,1830.0,3.0,133.0,3
8467,Thigalarapalya,4190.0,4.0,325.0,4
8469,Thigalarapalya,2072.0,4.0,151.0,3
8471,Thigalarapalya,1400.0,2.0,105.0,2
8472,Thigalarapalya,2215.0,4.0,162.0,3
8473,Thigalarapalya,3122.0,6.0,250.0,4
8474,Thigalarapalya,1297.0,2.0,98.0,2
8476,Thubarahalli,3800.0,4.0,239.0,4
8477,Thubarahalli,1200.0,2.0,78.0,2
8478,Thubarahalli,1128.0,2.0,75.0,2
8479,Thubarahalli,1185.0,2.0,65.0,2
8480,Thubarahalli,1626.0,2.0,120.0,3
8481,Thubarahalli,975.0,2.0,55.0,2
8482,Thubarahalli,1330.0,2.0,75.0,2
8483,Thubarahalli,1085.0,2.0,70.0,2
8484,Thubarahalli,1216.0,2.0,80.0,2
8485,Thubarahalli,1200.0,2.0,79.0,2
8486,Thubarahalli,1200.0,2.0,80.0,2
8487,Thubarahalli,1200.0,2.0,79.55,2
8488,Thubarahalli,1200.0,2.0,47.0,2
8490,Thubarahalli,2625.0,3.0,175.0,3
8492,Thubarahalli,975.0,2.0,50.0,2
8497,Thubarahalli,1584.0,3.0,101.0,3
8498,Thyagaraja Nagar,800.0,1.0,100.0,1
8499,Thyagaraja Nagar,2000.0,4.0,145.0,5
8500,Thyagaraja Nagar,660.0,1.0,95.0,1
8501,Thyagaraja Nagar,3000.0,6.0,180.0,7
8502,Thyagaraja Nagar,1270.0,2.0,95.25,3
8503,Thyagaraja Nagar,1040.0,2.0,68.0,2
8504,Thyagaraja Nagar,1675.0,1.0,241.0,1
8505,Tindlu,1500.0,2.0,87.0,3
8506,Tindlu,7500.0,7.0,400.0,7
8507,Tindlu,1357.0,2.0,65.0,3
8508,Tindlu,1350.0,2.0,100.0,2
8509,Tindlu,1500.0,3.0,87.0,3
8510,Tindlu,1180.0,2.0,52.0,2
8511,Tindlu,1370.07,3.0,65.0,3
8512,Tindlu,1165.0,2.0,59.8,2
8513,Tindlu,1050.0,2.0,55.0,2
8514,Tindlu,1100.0,2.0,55.0,2
8515,Tumkur Road,1500.0,3.0,95.0,3
8516,Tumkur Road,1779.0,3.0,112.0,3
8517,Tumkur Road,1586.0,3.0,100.0,3
8518,Tumkur Road,1098.0,2.0,72.0,2
8519,Tumkur Road,1354.0,3.0,90.0,3
8520,Tumkur Road,1240.0,2.0,84.0,3
8521,Tumkur Road,700.0,1.0,30.09,1
8522,Tumkur Road,1239.0,2.0,82.0,2
8523,Tumkur Road,1246.0,2.0,82.0,2
8525,Tumkur Road,1137.5,2.0,48.905,2
8526,Tumkur Road,1500.0,3.0,100.0,3
8528,Tumkur Road,1459.0,2.0,110.0,3
8529,Tumkur Road,1416.0,3.0,94.0,3
8530,Tumkur Road,1027.0,2.0,60.0,2
8531,Tumkur Road,1027.0,2.0,68.62,2
8532,Tumkur Road,1459.0,2.0,95.0,3
8533,Tumkur Road,992.0,2.0,60.0,2
8534,Tumkur Road,1066.0,2.0,52.5,2
8535,Tumkur Road,4800.0,5.0,150.0,5
8536,Tumkur Road,728.5,1.0,31.315,1
8537,Tumkur Road,708.0,2.0,32.0,2
8538,Tumkur Road,1240.0,2.0,79.0,3
8539,Tumkur Road,1441.0,2.0,95.0,3
8540,Tumkur Road,1240.0,2.0,83.0,3
8541,Tumkur Road,1035.0,2.0,39.0,2
8542,Tumkur Road,1027.0,2.0,67.0,2
8544,Tumkur Road,992.0,2.0,70.0,2
8545,Tumkur Road,1354.0,3.0,85.86,3
8546,Ulsoor,2135.0,3.0,215.0,3
8547,Ulsoor,2700.0,3.0,450.0,3
8548,Ulsoor,1275.0,2.0,120.0,2
8549,Ulsoor,1020.0,3.0,110.0,3
8550,Ulsoor,1200.0,2.0,60.0,2
8551,Ulsoor,1180.0,2.0,100.0,2
8552,Ulsoor,1340.0,3.0,90.0,3
8553,Ulsoor,1500.0,2.0,125.0,3
8554,Ulsoor,2000.0,3.0,185.0,3
8555,Ulsoor,1255.0,2.0,120.0,2
8556,Ulsoor,7200.0,5.0,1584.0,4
8557,Ulsoor,1685.0,4.0,185.0,3
8558,Ulsoor,840.0,1.0,150.0,1
8560,Ulsoor,2135.0,3.0,170.0,3
8561,Ulsoor,1160.0,2.0,130.0,2
8562,Uttarahalli,1440.0,2.0,62.0,3
8563,Uttarahalli,1143.0,2.0,45.0,2
8564,Uttarahalli,1020.0,2.0,45.0,2
8565,Uttarahalli,1286.0,2.0,63.0,2
8566,Uttarahalli,1101.0,2.0,45.0,2
8567,Uttarahalli,1345.0,2.0,67.0,2
8571,Uttarahalli,1175.0,2.0,47.0,2
8572,Uttarahalli,1390.0,2.0,62.55,3
8573,Uttarahalli,1330.0,2.0,56.0,3
8574,Uttarahalli,1008.0,2.0,45.0,2
8575,Uttarahalli,1390.0,2.0,60.47,3
8577,Uttarahalli,1150.0,2.0,49.0,2
8578,Uttarahalli,1330.0,2.0,56.0,3
8579,Uttarahalli,1200.0,2.0,44.0,2
8582,Uttarahalli,882.0,2.0,30.0,2
8583,Uttarahalli,993.0,2.0,39.71,2
